_id,tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,periode_data
134,2018-02-08T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Slamet Riyadi 4,Kebon Manggis,Matraman,Kota Administrasi Jakarta Timur,0,0,201802
135,2018-02-08T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl.Bina Warga,Rawajati,Pancoran,Kota Administrasi Jakarta Selatan,0,0,201802
136,2018-02-08T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Sunter Icon,Sunter Agung,Tanjung Priok,Kota Administrasi Jakarta Utara,0,20000000,201802
137,2018-02-08T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,"Jl.Masdjid Al-Makmur,Gg.Buntu",Pejaten Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201802
138,2018-02-08T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Inspeksi Ciliwung,Bukit Duri,Tebet,Kota Administrasi Jakarta Selatan,0,0,201802
139,2018-02-08T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Bina Warga,Rawajati,Pancoran,Kota Administrasi Jakarta Selatan,0,0,201802
140,2018-02-08T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,"Jl.Taman Harapan,Rt,02,04,015 dan Rw,03",Cililitan,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201802
141,2018-02-08T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,"Jl.Dewi Sartika Blok Arus II,Rt,10,11,12,Rw02",Cawang,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201802
142,2018-02-08T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Astawana,Bale Kambang,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201802
143,2018-02-08T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Masjid Al-Ikhwan,Kampung Mester/Melayu,Jatinegara,Kota Administrasi Jakarta Timur,0,0,201802
144,2018-02-08T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Manggarai Utara II,Manggarai,Tebet,Kota Administrasi Jakarta Selatan,0,0,201802
145,2018-02-08T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Shibi,Srengseng Sawah,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,201802
146,2018-02-08T00:00:00,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,Jl.Malaka IV,Rorotan,Cilincing,Kota Administrasi Jakarta Utara,0,0,201802
147,2018-02-08T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Jeruk Purut,Cilandak Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201802
148,2018-02-08T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Komplek Perumahan Duta Mas,Jelambar,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,1000000,201802
149,2018-02-09T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Srengseng Sawah,Srengseng Sawah,Jagakarsa,Kota Administrasi Jakarta Selatan,3,380000000,201802
150,2018-02-08T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Budi Kemulian No 12,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,201802
151,2018-02-08T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,"Jl.Prajurit Kko,Prapatan Samping Marinir",Senen,Senen,Kota Administrasi Jakarta Pusat,0,0,201802
152,2018-02-08T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Wisma Atlet,Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201802
153,2018-02-15T00:00:00,Penyelamatan,Pohon Tumbang,Petugas Pemadam,Jl. Hadiah Utama Kavling POLRI,Jelambar,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,0,201802
154,2018-02-15T00:00:00,Penyelamatan,Pohon Tumbang,Petugas Pemadam,Jl. Raya Mangga Dua Depan ITC Mangga Dua,Ancol,Pademangan,Kota Administrasi Jakarta Utara,0,0,201802
155,2018-02-15T00:00:00,Penyelamatan,Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,"Sekolah Maria Josept, Jl. Pegangsaan Dua",Pegangsaan Dua,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,201802
156,2018-02-15T00:00:00,Penyelamatan,Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,"Sekolah Yakobus, Jl. Pegangsaan Dua",Pegangsaan Dua,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,201802
157,2018-02-15T00:00:00,Penyelamatan,Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,Cakung Drain Titik Kenal Kali Sepatan,Rorotan,Cilincing,Kota Administrasi Jakarta Utara,0,0,201802
158,2018-02-15T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Wijaya Raya,Pejagalan,Penjaringan,Kota Administrasi Jakarta Utara,0,0,201802
159,2018-02-15T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. Panglima Polim Raya,Kramat Pela,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,400000000,201802
160,2018-02-15T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Johar Baru Utara I,Johar Baru,Johar Baru,Kota Administrasi Jakarta Pusat,0,0,201802
161,2018-02-16T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Underpass Gandhi,Kemayoran,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201802
162,2018-02-16T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl. Tanjung Pura 4 Kp. Koang,Pegadungan,Kalideres,Kota Administrasi Jakarta Barat,0,0,201802
163,2018-02-16T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Gor Ragunan,Ragunan,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201802
164,2018-02-16T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Komplek Bahrul Ulum,Marunda,Cilincing,Kota Administrasi Jakarta Utara,0,0,201802
165,2018-02-16T00:00:00,Penyelamatan,Pertolongan Gawat Darurat (Ambulan).,Masyarakat Datang,JL. PLN ( Kantor sektor Damkar Klp Gading ),Kelapa Gading Barat,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,201802
166,2018-02-16T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Tabah 1,Kelapa Gading Barat,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,201802
167,2018-02-16T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Medan Merdeka Selatan,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,201802
168,2018-02-16T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Medan Merdeka Selatan,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,201802
169,2018-02-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Pademangan 2 Gg 26,Pademangan Timur,Pademangan,Kota Administrasi Jakarta Utara,1,0,201802
170,2018-02-17T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Panarukan ( Taman Panarukan ),Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,201802
171,2018-02-17T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl.Medan Merdeka Selatan No 10 ( Gedung SDM ),Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,201802
172,2018-02-17T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl.Percetakan Negara No 736,Cempaka Putih Barat,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,201802
173,2018-02-17T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Karang Pulo Dalam,Jatipadang,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201802
174,2018-02-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Komplek Hankam,Pondok Labu,Cilandak,Kota Administrasi Jakarta Selatan,0,5000000,201802
175,2018-02-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.PuloBuaran Raya ( Belakang Yamaha Music ),Jatinegara,Cakung,Kota Administrasi Jakarta Timur,0,10000000,201802
176,2018-02-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Prancis Komp Pantai Indah Dadap Blok CN No 41,Dadap,Tangerang,Kabupaten Tangerang,0,3000000000,201802
177,2018-02-17T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Gedung KPU,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,201802
178,2018-02-17T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Percetakan Negara II ( Baseman gedung UKM ),Johar Baru,Johar Baru,Kota Administrasi Jakarta Pusat,0,0,201802
179,2018-02-17T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Setadion GBK,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201802
180,2018-02-17T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Wisma Atlet,Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201802
181,2018-02-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Ulujami,Ulujami,Pesanggrahan,Kota Administrasi Jakarta Selatan,0,0,201802
182,2018-02-18T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Depan Kantor Kelurahan Pulau Tidung,Pulau Tidung,Kep. Seribu Selatan,Kota Administrasi Jakarta Utara,0,0,201802
183,2018-02-18T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,RW.1 Kelurahan Benhil,Bendungan Hilir,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201802
184,2018-02-18T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Tanah Tinggi Barat No.5,Bungur,Senen,Kota Administrasi Jakarta Pusat,0,0,201802
185,2018-02-18T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. DEPNAKER,Pinang Ranti,Makasar,Kota Administrasi Jakarta Timur,0,50000000,201802
186,2018-02-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Gandaria I, SDN II Pekayon",Pekayon,Pasar Rebo,Kota Administrasi Jakarta Timur,0,80000000,201802
187,2018-02-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. TOL Dalam Kota,Tomang,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,635000000,201802
188,2018-02-18T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Damai 74 No.106,Cipedak,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,201802
189,2018-02-19T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. TOL Jakarta - Cikampek Arah Bekasi km.6,Bekasi,Bekasi,Kota Bekasi,0,60000000,201802
190,2018-02-19T00:00:00,Kebakaran,Bencana Kebakaran,Jakarta Siaga 112,Jl. Taruna Jaya Gg. Swakarya No.18,Cibubur,Ciracas,Kota Administrasi Jakarta Timur,0,0,201802
191,2018-02-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Mengkudu Gg. I Blok M No.15,Lagoa,Koja,Kota Administrasi Jakarta Utara,0,2000000,201802
192,2018-02-19T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. Kebon Kelapa,Utan Kayu Selatan,Matraman,Kota Administrasi Jakarta Timur,0,1500000,201802
193,2018-02-19T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,Jl. Budi Murni,Cipayung,Cipayung,Kota Administrasi Jakarta Timur,0,0,201802
194,2018-02-19T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,"Jl. Kayu Tinggi, No. 36",Cakung Timur,Cakung,Kota Administrasi Jakarta Timur,0,0,201802
195,2018-02-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Salemba Tengah 1,Paseban,Senen,Kota Administrasi Jakarta Pusat,0,1500000000,201802
196,2018-02-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. K.H. Agus Salim, No. 64",Gondangdia,Menteng,Kota Administrasi Jakarta Pusat,0,3000000,201802
197,2018-02-19T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. H. Junaedi No. 44,Palmerah,Palmerah,Kota Administrasi Jakarta Barat,1,20000000,201802
198,2018-02-19T00:00:00,Penyelamatan,Pengendalian Hewan,Petugas Pemadam,"Jl. Bakti ABRI, No. 48",Pegangsaan Dua,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,201802
199,2018-02-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Pondok Gede Raya (Komplek Pondok Gede Indah),Lubang Buaya,Cipayung,Kota Administrasi Jakarta Timur,0,10000000,201802
200,2018-02-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Taruma Negara, Blok R7, No. 10 (Komp. Bea Cukai)",Sukapura,Cilincing,Kota Administrasi Jakarta Utara,0,0,201802
201,2018-02-19T00:00:00,Kebakaran,Bencana Kebakaran,Jakarta Siaga 112,Jl. Pulo Jahe (Pool Arion),Jatinegara,Cakung,Kota Administrasi Jakarta Timur,0,0,201802
202,2018-02-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Pegangsaan Dua, No. 12",Pegangsaan Dua,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,201802
203,2018-02-19T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Tol Andara,Pondok Labu,Cilandak,Kota Administrasi Jakarta Selatan,0,0,201802
204,2018-02-20T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. H. saud ( Gili Samping ),Kebon Jeruk,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,201802
205,2018-02-20T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,"Jl. Rawa selatan 1, Gg. Quista VI, No. 11",Galur,Johar Baru,Kota Administrasi Jakarta Pusat,8,300000000,201802
206,2018-02-20T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl.Batu Ampar No 63 A,Batu Ampar,Kramat Jati,Kota Administrasi Jakarta Timur,1,300000000,201802
207,2018-02-20T00:00:00,Penyelamatan,Pengendalian Hewan,Petugas Pemadam,Jl.Rawa Selatan I ( RPTRA KOMANDO ),Kampung Rawa,Johar Baru,Kota Administrasi Jakarta Pusat,0,0,201802
208,2018-02-20T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Raya Ceger No 57,Ceger,Cipayung,Kota Administrasi Jakarta Timur,0,0,201802
209,2018-02-20T00:00:00,Penyelamatan,Bencana pada Air (operasi penyelamatan pada Air),Masyarakat Datang,Jl.Kampung Baru No 200,Kembangan Utara,Kembangan,Kota Administrasi Jakarta Barat,0,0,201802
210,2018-02-20T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Kaja II,Kelapa Dua Wetan,Ciracas,Kota Administrasi Jakarta Timur,0,300000,201802
211,2018-02-20T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl.Jati Bunder Rw.14,Kebon Melati,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201802
212,2018-02-20T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Panglima Polim raya No 100-102,Kramat Pela,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,201802
213,2018-02-20T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Tol Andara,Cilandak Barat,Cilandak,Kota Administrasi Jakarta Selatan,0,0,201802
214,2018-02-21T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl.Jati Baru ( Depan Setasiun Tanah Abang ),Kampung Bali,Tanah Abang,Kota Administrasi Jakarta Pusat,0,10000000,201802
215,2018-02-21T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl.Komplek Perum Long Beach,Kamal Muara,Penjaringan,Kota Administrasi Jakarta Utara,0,10000000,201802
216,2018-02-21T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Tebet Timur 1 No 6,Tebet Timur,Tebet,Kota Administrasi Jakarta Selatan,0,2000000,201802
217,2018-02-20T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Gedung KPU,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,201802
218,2018-02-21T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Taman Surapati,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,201802
219,2018-02-21T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Padamulya Raya,Angke,Tambora,Kota Administrasi Jakarta Barat,1,500000,201802
220,2018-02-21T00:00:00,Penyelamatan,Pertolongan Gawat Darurat (Ambulan).,Petugas Instansi Lain,Jl. Palapa,Pasar Minggu,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201802
221,2018-02-21T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Tebet Barat III D No.15,Tebet Barat,Tebet,Kota Administrasi Jakarta Selatan,0,0,201802
222,2018-02-21T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Tuparev Ujung,Kayu Putih,Pulogadung,Kota Administrasi Jakarta Timur,0,250000,201802
223,2018-02-22T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Rawa Bebek,Pulogadung,Pulogadung,Kota Administrasi Jakarta Timur,1,300000000,201802
224,2018-02-22T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Selat Burung,Duren Sawit,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,201802
225,2018-02-22T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Cibubur III,Cibubur,Ciracas,Kota Administrasi Jakarta Timur,0,0,201802
226,2018-02-22T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Giri Kencana,Cilangkap,Cipayung,Kota Administrasi Jakarta Timur,0,0,201802
227,2018-02-22T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl.Fachrudin, Blok. F, No. 9 ( Pasar Tanah Abang )",Kampung Bali,Tanah Abang,Kota Administrasi Jakarta Pusat,0,5000000,201802
228,2018-02-22T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Deli Lorong 26,Koja,Koja,Kota Administrasi Jakarta Utara,0,0,201802
229,2018-02-22T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Mangga Ubi,Kapuk,Cengkareng,Kota Administrasi Jakarta Barat,0,0,201802
230,2018-02-22T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Cikini Kramat,Pegangsaan,Menteng,Kota Administrasi Jakarta Pusat,0,0,201802
231,2018-02-23T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Wijaya Kusuma Ujung IV,Tangerang,Tangerang,Kota Tangerang,1,2500000,201802
232,2018-02-23T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Mawar Indah No 50,Lebak bulus,Cilandak,Kota Administrasi Jakarta Selatan,0,100000,201802
233,2018-02-23T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Tipar Cakung No 20,Cakung Barat,Cakung,Kota Administrasi Jakarta Timur,0,8000000,201802
234,2018-02-23T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Pondok Kopi Raya VI No 2,Pondok kopi,Duren Sawit,Kota Administrasi Jakarta Timur,0,1000000,201802
235,2018-02-23T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl.Giri No 27,Kebon Bawang,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201802
236,2018-02-23T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl.Komplek THI Blok K 2 No 22,Jelambar,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,100000000,201802
237,2018-02-23T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Jagakarsa Raya,Jagakarsa,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,201802
238,2018-02-23T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Kapuk Raya No 21 - 24,Kapuk Muara,Penjaringan,Kota Administrasi Jakarta Utara,0,2000000,201802
239,2018-02-23T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Gedung KPU,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,201802
240,2018-02-24T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Siaga III, Gg. Masjid",Cempaka Baru,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201802
241,2018-02-24T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Siaga IV,Cempaka Baru,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201802
242,2018-02-24T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Mini III,Bambu Apus,Cipayung,Kota Administrasi Jakarta Timur,0,0,201802
243,2018-02-24T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. H. Nasir,Pondok Rangon,Cipayung,Kota Administrasi Jakarta Timur,0,0,201802
244,2018-02-24T00:00:00,Penyelamatan,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat Datang,Jl. Ketapang No.40,Jatipadang,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,35000000,201802
245,2018-02-24T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Pulo Mas Barat,Kayu Putih,Pulogadung,Kota Administrasi Jakarta Timur,0,250000,201802
246,2018-02-24T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Batu Gang Arab No.18 BB,Pejaten Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,2000000,201802
247,2018-02-24T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. H. Dogol I No.17E,Pondok Bambu,Duren Sawit,Kota Administrasi Jakarta Timur,1,10000000,201802
248,2018-02-25T00:00:00,Kebakaran,Bencana Kebakaran,Jakarta Siaga 112,Jl. Djuanda II,Kebon Kelapa,Gambir,Kota Administrasi Jakarta Pusat,0,0,201802
249,2018-02-25T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Raya Centex No.71,Ciracas,Ciracas,Kota Administrasi Jakarta Timur,0,500000,201802
250,2018-02-26T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Mayang 1,Pondok Kelapa,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,201802
251,2018-02-26T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Kemanggisan Utama,Kemanggisan,Palmerah,Kota Administrasi Jakarta Barat,1,1000000000,201802
252,2018-02-27T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Kampung Utan,Cengkareng Timur,Cengkareng,Kota Administrasi Jakarta Barat,0,0,201802
253,2018-02-26T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Nurul Amal Raya,Cengkareng Timur,Cengkareng,Kota Administrasi Jakarta Barat,0,0,201802
254,2018-02-26T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl.Sungai Bambu Raya V,Gg.Kemuning",Sungai Bambu,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201802
255,2018-02-26T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Pisangan Timur,Pisangan Timur,Pulogadung,Kota Administrasi Jakarta Timur,0,0,201802
256,2018-02-26T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Gedung KPU,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,201802
257,2018-02-27T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"PT. Justus Sakti Raya Corp, Jl. Raya Cakung Cilincing No.99",Semper Barat,Cilincing,Kota Administrasi Jakarta Utara,0,10000000,201802
258,2018-02-27T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,"Toko Isardas, Jl. Pasar Baru, Pertokoan Pasar Baru",Pasar Baru,Sawah Besar,Kota Administrasi Jakarta Pusat,0,2500000000,201802
259,2018-02-27T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kramat Raya No.57,Pal Meriam,Matraman,Kota Administrasi Jakarta Timur,0,1000000000,201802
260,2018-02-27T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Poncol No.17,Gandaria Selatan,Cilandak,Kota Administrasi Jakarta Selatan,0,0,201802
261,2018-02-27T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Kampung Kandang,Jagakarsa,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,201802
262,2018-02-28T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Pondok Kopi Ujung,Pondok Kopi,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,201802
263,2018-02-28T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Cakung Cilincing Barat,Pulo Gebang,Cakung,Kota Administrasi Jakarta Timur,0,0,201802
264,2018-02-28T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Cempaka Putih Timur,Cempaka Putih Timur,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,1000000,201802
265,2018-02-28T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,"Jl. Asafiiyah, No. 11",Cilangkap,Cipayung,Kota Administrasi Jakarta Timur,0,1000000,201802
266,2018-02-28T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Tanah Merah 1 Gg. Muhidin,Rambutan,Ciracas,Kota Administrasi Jakarta Timur,0,0,201802
267,2018-02-28T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Juwet Kp. Dukuh,Dukuh,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201802
268,2018-02-28T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Taman Duren Sawit,Duren Sawit,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,201802
269,2018-02-28T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Rawa Bengkel,Cengkareng Barat,Cengkareng,Kota Administrasi Jakarta Barat,0,0,201802
